Id;codigo;nome;razao_social;email;telefone;tipo_negocio;grupo_negocio;rua;numero;cep;bairro;complemento;cidade;estado;pais;cnpj;inscricao_estadual;observacao;data_criacao;dia_pagamento;status;data_inativo;atendimentos_agendados;atendimentos_atrasados;atendimentos_finalizados;frequencia_coleta
10013289;COMODATO 15/09/2020;PODEROSA CHEFINHA;PODEROSA CHEFINHA;;(14) 3010-1457;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Araújo Leite;14-89;17015-340;Centro;;Bauru;SP;Brasil;;;CLIENTE MUDOU DE NOME;29/04/2021;;Deletado;05/09/2022;0;0;5;
10013295;COMODATO 29/04/2021;ESPETINHO DO GORDINHO;BRUNA ROBERTA ROSSITO DE MELLO;;(14) 99711-7841;Lanchonete / Fast-food;Estabelecimentos Alimentícios;ROD. ENGENHEIRO JOÃO BATISTA CABRAL RENÓ, KM 328;S/N;18915-418;CHÁCARA SUZUKI;;Santa Cruz do Rio Pardo;SP;Brasil;40897583000110;;;30/04/2021;;Inativo;24/04/2023;0;0;33;
10013307;;PESQUEIRO DO CHICO;PESQUEIRO DO CHICO;;14981372607;Outros estabelecimentos comerciais;Comércio;SP 333 KM 318;S/N;16480027;CASCATA;MARÍLIA/GUAIMBÊ;Guaimbê;SP;Brasil;;;;30/04/2021;;Inativo;12/02/2023;0;0;34;
10013315;COMODATO 30/04/2021;RESTAURANTE O TROPEIRO 1 SHOPPING BEBEDOURO;MARILEA CARVALHO MAUAD ARUTIN - ME;;(17) 3342-9090;Restaurante;Estabelecimentos Alimentícios;Avenida Allan Kardec;1451;14701-904;Centro;;Bebedouro;SP;Brasil;10171299000109;;;03/05/2021;;Ativo;21/09/2023;0;0;43;
10013317;COMODATO 30/04/2021;RESTAURANTE O TROPEIRO 2 SHOPPING BEBEDOURO;HENRIQUE ARUTIN FILHO - ME;;(17) 99773-5823;Restaurante;Estabelecimentos Alimentícios;Avenida Allan Kardec;1451;14701-904;Centro;;Bebedouro;SP;Brasil;01031133000198;;;03/05/2021;;Ativo;21/09/2023;0;0;42;
10013368;2222;*BK FS SÃO JOÃO DA BOA VISTA  BIG BOM - 19624;BK FS SÃO JOÃO DA BOA VISTA  BIG BOM;19624@BURGERKING.COM.BR;(19) 99254-8989;Lanchonete / Fast-food;Estabelecimentos Alimentícios;AV. BRASILIA;1950;;;LOJA 1885;São João da Boa Vista;SP;Brasil;13574594015622;;;05/05/2021;;Ativo;06/10/2023;0;0;38;
10013369;tem contrato;BK BRASIL (RECICLAGEM);BK BRASIL (RECICLAGEM);;(14) 99888-3814;;;AV: GETULIO VARGAS;5-80;;JARDIM EUPOPA;;BAURU;SP;Brasil;;;;05/05/2021;;Inativo;02/09/2023;0;0;202;
10013370;tem contrato;TREBIANO CONSTRUTORA (RECICLAGEM);TREBIANO CONSTRUTORA (RECICLAGEM);;(14) 99166-0604;;;RUA: RUBENS DE MELO SOUZA;2-15;;JARDIM AMERICA;;BAURU;SP;Brasil;;;6 BEGS;05/05/2021;;Inativo;06/09/2022;0;0;49;
10013383;COMODATO 06/05/2021;CHÁCARA VITÓRIA;JOÃO BATISTA DE OLIVEIRA;;(14) 99198-6601;Outros serviços de agropecuária;Agricultura;Rodovia Cezário José de Castilho;S/N;17022-899;CHÁCARA VITÓRIA;RODOVIA BAURU IACANGA;Bauru;SP;Brasil;71470417804;;;07/05/2021;;Ativo;15/11/2023;0;0;28;
10013396;;DON DON;DON DON;;(17) 98810-1074;Restaurante;Estabelecimentos Alimentícios;Rua 14;223;14780-040;Centro;;Barretos;SP;Brasil;;;;07/05/2021;;Deletado;25/04/2023;0;0;22;
10013398;COMODATO 06/05/2021;BAR DONA JUDITH;BAR DONA JUDITH;BAR.JUDIH@GMAIL.COM;16996237475;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Rua Napoleão Selmi-Dei;59;14802500;Vila Harmonia;;Araraquara;SP;Brasil;;;;07/05/2021;;Inativo;01/11/2022;0;0;32;
10013399;COMODATO 06/05/2021;VAREJÃO CAMPEÃO;VAREJÃO CAMPEÃO;;1633376504;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Avenida São João;205;14811390;Jardim Pinheiros (Vila Xavier);;Araraquara;SP;Brasil;;;;07/05/2021;;Ativo;05/11/2023;0;0;20;
10013666;COMODATO 11/05/2021;CHURRASCARIA ESTRELA DO SUL 2;CHURRASCARIA ESTRELA DO SUL 2;;1632662174;Restaurante;Estabelecimentos Alimentícios;ESTRADA RURAL 426;S/N;14955000;ZONA RURAL;;Borborema;SP;Brasil;;;;12/05/2021;;Ativo;22/01/2024;0;0;15;
10013667;COMDATO 11/05/2021;PANIFICADORA SANTA LUZIA;RAMOS E RAMOS PADARIA LTDA - ME;;1632661753;Padaria;Estabelecimentos Alimentícios;RUA QUINTINO BOCAIUVA;1033;14955000;CENTRO;;Borborema;SP;Brasil;;;;12/05/2021;;Ativo;10/11/2023;0;0;21;
10013670;COMODATO 11/05/2021;LOS BRUTOS HAMBURGUERIA (DUQUE);LOS BRUTOS HAMBURGUERIA (DUQUE);;(14) 99175-8149;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Duque de Caxias;28-33;17030-520;Parque Paulistano;;Bauru;SP;Brasil;35355296890;;APÓS 17HRS;12/05/2021;;Deletado;14/12/2021;0;0;4;
10013672;;CASA DE CARNES SUINAS SÃO PEDRO;CASA DE CARNES SUINAS SÃO PEDRO;;(16) 99779-3922;Açougues;Comércio;Rua Pedro Álvares Cabral;794;14800-206;Centro;;Araraquara;SP;Brasil;;;;12/05/2021;;Ativo;26/09/2023;0;0;87;
10013675;tem contrato;ACV INDUSTRIA DE PRODUTOS ALIMENTICIOS LTDA ( RECICLAGEM );ACV INDUSTRIA DE PRODUTOS ALIMENTICIOS LTDA ( RECICLAGEM );KAREN@ACVINDUSTRIA.COM.BR;(14) 99722-8800;;;RUA : JOSE ANTONIO VENANCIO;898;16680000;;;Avaí;SP;Brasil;42333410000102;192014148118;TAMBOR 2,00 CADA;12/05/2021;;Ativo;18/09/2023;0;0;39;
10013677;;CONSTRUTORA VARANDA (RECICLAGEM);CONSTRUTORA VARANDA (RECICLAGEM);;(14) 99880-0496;;;ENGENHEIRO ALPHEU JOSE GOMES RIBAS SAMPAIO;1-25;;JARDIM AEROPORTO;;BAURU;SP;Brasil;;;TEM 4 BEGS NA OBRA;12/05/2021;;Ativo;01/12/2023;0;0;40;
10013678;COMODATO 11/05/2021;SAGRES CAFETERIA BISTRÔ;SAGRES CAFETERIA BISTRÔ;SAGRESBISTRO@YAHOO.COM.BR;19987724004;Cafeteria / Confeitaria;Estabelecimentos Alimentícios;Avenida Prefeito José Lozano Araújo;1515;13140560;Nossa Senhora Aparecida;;Paulínia;SP;Brasil;07195383000140;;;12/05/2021;;Inativo;31/07/2022;0;0;18;
10013697;2222;*BK NAÇÕES BAURU - 28351;BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S.A.;;(14) 99121-2867;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Nações Unidas;26-75;17011-105;Jardim Panorama;;Bauru;SP;Brasil;13574594121732;;COMODATO 12/05/2021 - 10/11/2021;13/05/2021;;Inativo;13/09/2023;0;0;125;
10013714;;BK DRIVE NAÇÕES (RECICLAGEM);BK DRIVE NAÇÕES (RECICLAGEM);francieleaparecida@ambiensys.com.br;(14) 98125-6345;;;AV: NAÇÕES UNIDAS;26-75;;CENTRO;;BAURU;SP;Brasil;13574594121732;;;13/05/2021;;Inativo;09/09/2023;0;0;502;
10013729;COMODATO 13/05/2021;SUSHIFAN;LF REZZATO FOODS LTDA;WST@SUSHIFAN.COM.BR;(16) 3508-2060;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Bento de Abreu;942;14802-386;Jardim Primavera;;Araraquara;SP;Brasil;39782509000179;;;14/05/2021;;Ativo;26/09/2023;0;0;75;
10013744;COMODATO 14/05/2021;VAREJÃO E AÇOUGUE DA QUALIDADE;VAREJÃO E AÇOUGUE DA QUALIDADE;;16997181295;Açougues;Comércio;Avenida Doutor Edson Baccarin;592;14806305;Jardim Roberto Selmi Dei;;Araraquara;SP;Brasil;18674750000104;;;17/05/2021;;Inativo;08/09/2023;0;0;30;
10013747;COMODATO 14/05/2021;CARLA DAGHER TRIPODI;CARLA DAGHER TRIPODI;;14981177604;Restaurante;Estabelecimentos Alimentícios;Rua Rio Branco;31-40;17017220;Jardim Paulista;;Bauru;SP;Brasil;21710342897;;;17/05/2021;;Ativo;14/09/2023;0;0;31;
10013763;COMODATO 17/05/2021;RBF COMÉRCIO DE RECICLÁVEIS;RBF COMÉRCIO DE RECICLÁVEIS;;16997957965;Outros estabelecimentos comerciais;Comércio;Avenida Pedro Grecco;2815;14808526;Parque das Hortências;;Araraquara;SP;Brasil;35934151860;;;18/05/2021;;Coletado 1 vez;;0;0;1;
10013766;;OBRA CORPO DE BOMBEIRO (RECICLAGEM );OBRA CORPO DE BOMBEIRO (RECICLAGEM );;(14) 99762-0370;;;AV : ODILON CERQUEIRA BRAGA;2-25;;VILA AVIAÇÃO;;BAURU;SP;Brasil;;;;18/05/2021;;Inativo;28/05/2021;0;0;2;
10013767;tem contrato;RESTAURANTE LENHEIRO (RECICLAGEM);RESTAURANTE LENHEIRO (RECICLAGEM);;(14) 99660-6447;;;AV: GETULIO VARGAS;19-144;;JARDIM EUROPA;;BAURU;SP;Brasil;;;"PAPELÃO 0,05 
PLASTICO MISTO 0,10
PET 1,00
LATA 4,50 ,
PEAD 0,40
PLASTICO MISTO 0,05
COPO/CANUDO 0,20
FERRO 0,10
PLASTICO FINO/MISTO 0,10
PAPELÃO BRANCO 0,05";18/05/2021;;Inativo;28/08/2023;0;0;97;
10013768;;REN SUSHI (RECICLAGEM);REN SUSHI (RECICLAGEM);;14988018854;;;Avenida Getúlio Vargas;21-76;17017383;Parque Jardim Europa;de Quadra 17 a Quadra 22;Bauru;SP;Brasil;;;;18/05/2021;;Inativo;02/08/2021;0;0;6;
10013771;COMODATO 17/05/2021;MACAU PASTELARIA;MACAU PASTELARIA;;(14) 99779-4412;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Treze de Maio;603;17120-009;Centro;;Agudos;SP;Brasil;06337073762;;;18/05/2021;;Ativo;01/11/2023;0;0;25;
10013811;;THIAGO LANCHES (DESCALVADO);THIAGO LANCHES (DESCALVADO);;19989834105;Lanchonete / Fast-food;Estabelecimentos Alimentícios;RUA 24 DE OUTUBRO;S/N;13690-000;;;Descalvado;SP;Brasil;;;;20/05/2021;;Ativo;01/01/2024;0;0;25;
10013813;DOAÇÃO;UNEBAR (RECICLAGEM );UNEBAR (RECICLAGEM );;14991484507;;;Avenida Odilon Braga;1-30;17018580;Vila Aviação;;Bauru;SP;Brasil;;;;20/05/2021;;Inativo;30/06/2021;0;0;4;
10013827;;MARMITARIA COMIDA CASEIRA (AGUDOS);MARMITARIA COMIDA CASEIRA (AGUDOS);;(14) 99700-2427;Cozinha Brasileira;Estabelecimentos Alimentícios;Avenida Odon Pessoa de Albuquerque;771;17120029;Centro;;Agudos;SP;Brasil;;;;21/05/2021;;Ativo;08/12/2023;0;0;26;
10013831;COMODATO 20/05/2021 E 31/05/2021;RESTAURANTE LENHEIRO;RESTAURANTE LENHEIRO;;(14) 99797-6487;Restaurante;Estabelecimentos Alimentícios;Avenida Getúlio Vargas;19-144;17017-000;Vila Guedes de Azevedo;;Bauru;SP;Brasil;28504899802;;;21/05/2021;;Deletado;24/02/2022;0;0;16;
10013833;;ESSENCIAL COMERCIO E SERVIÇOS EM NUTRIÇÃO LTDA;ESSENCIAL COMERCIO E SERVIÇOS EM NUTRIÇÃO LTDA;;1437114500;Refeitório;Indústrias;Avenida Carlos Ramires;1200;18706000;Vila Santa Izabel;;Avaré;SP;Brasil;;;;21/05/2021;;Nunca coletado;;;;;
10013852;COMODATO 21/05/2021;PARAÍSO DA CARNE (VOLUNTÁRIOS);PARAÍSO DA CARNE (VOLUNTÁRIOS);;1633368565;Padaria;Estabelecimentos Alimentícios;Rua Voluntários da Pátria;2596;14801320;Centro;;Araraquara;SP;Brasil;;;;24/05/2021;;Ativo;06/10/2023;0;0;24;
10013855;COMODATO 21/05/2021;PLANET BEER;PLANET BEER;;(14) 99156-6726;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Avenida Getúlio Vargas;10-130;17017-339;Jardim América;;Bauru;SP;Brasil;;;;24/05/2021;;Deletado;11/05/2022;0;0;12;
10013860;COMODATO 21/05/2021;SINDICATO DOS EMPREGADOS EM TURISMO E HOSPITALIDADE DE BAURU E REGIÃO;SINDICATO DOS EMPREGADOS EM TURISMO E HOSPITALIDADE DE BAURU E REGIÃO;CONTATO@SETHBR.COM.BR;(14) 3227-9756;Outras Prestações de Serviços;Prestação de Serviços;Rua Araújo Leite;15-59;17015-340;Centro;;Bauru;SP;Brasil;59993451000110;;;24/05/2021;;Inativo;04/09/2023;0;0;37;
10013913;COMODATO 25/05/2021 E 08/06/2021;GRILETTO SHOPPING BANDEIRAS;MBCG COMERCIO DE ALIMENTOS EIRELI;;(11) 98684-3927;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida John Boyd Dunlop;3900;13060-803;Jardim Ipaussurama;;Campinas;SP;Brasil;33078660000144;;;26/05/2021;;Ativo;09/01/2025;0;0;3;
10013930;;HOTEL IBIS STYLES (RECICLAGEM );HOTEL IBIS STYLES (RECICLAGEM );;1440091111;;;Avenida Nações Unidas;29-20;17012202;Vila Nova Cidade Universitária;de Quadra 18 a 36 - lado par;Bauru;SP;Brasil;;;;26/05/2021;;Inativo;25/08/2023;0;0;199;
10013952;;A SAMAYÔ ANDEJO NORTH SHOPPING;A SAMAYÔ ANDEJO NORTH SHOPPING;;(17) 98800-1668;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Via Conselheiro Antônio Prado;1400;14784-200;Pedro Cavalini;;Barretos;SP;Brasil;;;;28/05/2021;;Deletado;04/08/2022;0;0;48;
10013967;COMODATO 28/05/2021, 05/08/2021, 11/08/2021, 18/08/2021, 26/08/2021, 23/09/2021, 29/09/2021, 09/11/2021, 11/11/2021 - 18/11/2022 - 13/06/2023 (RODRIGO);*JAU SERVE JAU MATRIZ;*JAU SERVE JAU MATRIZ;;(14) 3602-5225;Supermercado;Comércio;Avenida João Sanzovo;1401;17206-220;Distrito Industrial;;Jaú;SP;Brasil;;;;31/05/2021;;Ativo;20/09/2023;0;0;85;
10013978;;BELLA CAPRI PIZZARIA PRAÇA DO AVIÃO (RECICLAGEM );BELLA CAPRI PIZZARIA PRAÇA DO AVIÃO (RECICLAGEM );;;;;Rua Severino Lins;7-81;17018600;Vila Aviação;;Bauru;SP;Brasil;;;;01/06/2021;;Inativo;10/02/2023;0;0;51;
10013986;COMODATO 09/05/2022;HOTEL CIDADE DE BAURU;HOTEL CIDADE DE BAURU;;(14) 98142-0022;Hotel;Hospedagens;Rua Agenor Meira;5-66;17010-220;Centro;;Bauru;SP;Brasil;;;;01/06/2021;;Deletado;02/12/2022;0;0;24;
10014000;;PASTELARIA VULCÃO GOURMET;PASTELARIA VULCÃO GOURMET;;(17) 98128-7574;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Aurora Forti Neves;1030;15405-002;Jardim Santa Ifigênia;;Olímpia;SP;Brasil;;;;02/06/2021;;Inativo;29/05/2023;0;0;25;
10014031;;CAMARÃO ROSA;CAMARÃO ROSA;;(18) 3917-1374;Restaurante;Estabelecimentos Alimentícios;Avenida Manoel Goulart;2400;19060-000;Vila Santa Helena;;Presidente Prudente;SP;Brasil;27644841000198;;;04/06/2021;;Ativo;14/09/2023;0;0;42;
10014033;COMODATO 02/06/2021;JM DELÍCIA SALGADOS E PASTÉIS;JM DELÍCIA SALGADOS E PASTÉIS;;(16) 99641-4119;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Antonio Honório Real;71;14804-075;Parque Residencial Vale do Sol;;Araraquara;SP;Brasil;;;;04/06/2021;;Ativo;29/01/2024;0;0;11;
10014048;Papelão 0,10/Plastico 0,40;RESTAURANTE CARMELITA ( RECICLAGEM );RESTAURANTE CARMELITA ( RECICLAGEM );;1430219489;Restaurante;Estabelecimentos Alimentícios;Alameda Doutor Octávio Pinheiro Brisolla;18-90;17012191;Vila Nova Cidade Universitária;de Quadra 8 ao fim;Bauru;SP;Brasil;;;;07/06/2021;;Inativo;04/06/2022;0;0;24;
10014054;;CLAVIE ( RECICLAGEM;CLAVIE ( RECICLAGEM;;1432274520;;;Avenida Odilon Braga;1-46;17018580;Vila Aviação;;Bauru;SP;Brasil;;;;07/06/2021;;Ativo;05/10/2023;0;0;63;
10014058;;PREMIUM SPORT GRILL;PREMIUM SPORT GRILL;;;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Henrique Savi;16-16;17012205;Vila Nova Cidade Universitária;;Bauru;SP;Brasil;;;;07/06/2021;;Deletado;;0;0;1;
10014062;;MISTER CHEF;MISTER CHEF;;(14) 3206-9779;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Engenheiro Xerxes Ribeiro dos Santos;1-39;17032-550;Vila Carolina;;Bauru;SP;Brasil;;;;08/06/2021;;Deletado;12/06/2022;0;0;8;
10014093;;BISTRÔ CONVERSA FIADA;BISTRÔ CONVERSA FIADA;;14981230612;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Aristides Ribeiro de Morais;1-81;17039140;Conjunto Habitacional Engenheiro Otávio Rasi;;Bauru;SP;Brasil;;;;08/06/2021;;Ativo;21/10/2023;0;0;21;
10014304;TEM CONTRATO;RODOBENS RNI NAÇÕES UNIDAS BAURU ( RECICLAGEM );RODOBENS RNI NAÇÕES UNIDAS BAURU ( RECICLAGEM );;(14) 99826-2148;;;JOÃO CASARIM;8-11;;JARDIM CONTORNO;;BAURU;SP;Brasil;20191985000278;;6 EBGS;11/06/2021;;Inativo;10/09/2023;0;0;88;
10014307;COMODATO 24/06/2021;CUTRALE ITÁPOLIS;CUTRALE ITÁPOLIS;;(17) 99109-5907;Refeitório;Indústrias;Rodovia Laurentino Mascari KM 176;S/N;14900-000;VILA CAJADO;;Itápolis;SP;Brasil;;;;11/06/2021;;Deletado;22/12/2021;0;0;3;
10014516;DOAÇÃO;NELLITOS BURGER ( RECICLAGEM );NELLITOS BURGER ( RECICLAGEM );;(14) 99788-0257;;;RUA: INACIO ALEXANDRE;4-58;;JD AMERICA;;BAURU;SP;Brasil;;;;15/06/2021;;Inativo;15/07/2023;0;0;195;
10014517;tem contrato / DOAÇÃO;BILD MOOD SAMAMBAIA ( RECICLAGEM );BILD MOOD SAMAMBAIA ( RECICLAGEM );;(12) 99678-5060;;;Rua Severino Lins;13-50;17018-600;Vila Aviação;;Bauru;SP;Brasil;;;3 BEGS;15/06/2021;;Inativo;08/09/2023;0;0;92;
10014524;COMODATO 15/06/2021;RESIDENCIAL AEON;RESIDENCIAL AEON;;(14) 99738-0307;Condomínio;Domiciliar;Rua Augusta Karg;1-93;17018-710;Vila Aviação;;Bauru;SP;Brasil;;;;15/06/2021;;Ativo;29/10/2023;0;0;12;
10014525;COMODATO 15/06/2021;RESIDENCIAL THROPOS;RESIDENCIAL THROPOS;;1432334466;Condomínio;Domiciliar;Rua José Antônio Braga;3-24;17018-540;Vila Aviação;;Bauru;SP;Brasil;;;;15/06/2021;;Ativo;10/01/2024;0;0;12;
10014529;COMODATO 16/06/2021;SODERO RESIDENCIAL;SODERO RESIDENCIAL;;19971725651;Condomínio;Domiciliar;Avenida Carlos Martins Sodero;104;13418-385;Vila Independência;;Piracicaba;SP;Brasil;;;;15/06/2021;;Inativo;18/11/2022;0;0;3;
10014532;COMODATO 16/06/2021;NELLITOS BURGER;NELLITOS BURGER;;(14) 99788-0257;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Rua Ignacio Alexandre Nasralla;4-66;17017-260;Jardim Amália;;Bauru;SP;Brasil;;;;15/06/2021;;Ativo;25/09/2023;0;0;69;
10014533;;AUTO POSTO DUQUE 21 ( RECICLAGEM );AUTO POSTO DUQUE 21 ( RECICLAGEM );;14981196609;;;Avenida Duque de Caxias;21-30;17011066;Vila Cardia;de Quadra 15 a Quadra 24;Bauru;SP;Brasil;02769811000187;209248656116;;16/06/2021;;Inativo;13/05/2023;0;0;35;
10014536;2222;*BK SHOP BANDEIRANTES - 28020;;;(19) 99959-7135;;;AVENIDA BANDEIRANTES;1645;13845-440;VILA PINHEIRO;;Mogi Guaçu;SP;Brasil;13574594117972;;COMODATO 17/06/2021;16/06/2021;;Ativo;17/09/2023;0;0;37;
10014554;COMODATO 17/06/2021;SABORES DA ROÇA;SABORES DA ROÇA;;(14) 98107-4565;Cozinha Brasileira;Estabelecimentos Alimentícios;Rua Colômbia;6-59;17054-190;Jardim Terra Branca;;Bauru;SP;Brasil;;;;16/06/2021;;Ativo;11/11/2023;0;0;21;
10014555;COMODATO 18/06/2021;FRANZOLIN ENGENHARIA;FRANZOLIN ENGENHARIA;;;Refeitório;Indústrias;Rua Antônio Alves;31-73;17012-431;Vila Aeroporto Bauru;;Bauru;SP;Brasil;;;;16/06/2021;;Inativo;06/09/2023;0;0;38;
10014592;;ADRIANA LANCHES;ADRIANA LANCHES;;16996254133;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Olímpio Bolzan;781;14806355;Jardim Roberto Selmi Dei;;Araraquara;SP;Brasil;;;;17/06/2021;;Ativo;08/04/2024;0;0;6;
10014604;DOAÇÃO;AMBEV ( RECICLAGEM );AMBEV ( RECICLAGEM );;(14) 99142-5461;;;Rua Nicolau Assis;5-45;17011-102;Jardim Panorama;;Bauru;SP;Brasil;;;CADA 15 DIAS;18/06/2021;;Inativo;06/03/2023;0;0;38;
10014606;DOAÇÃO;MAPLE OBRA SENDI ( RECICLAGEM );MAPLE OBRA SENDI ( RECICLAGEM );;14996599572;;;SEVERINO LINS;12-76;;VILA AVIAÇÃO;;BAURU;SP;Brasil;;;TODA QUARTA;18/06/2021;;Inativo;06/07/2022;0;0;14;
10014612;;*HOSPITAL UNIMED SÃO CARLOS (NUTRI SAÚDE);HOSPITAL UNIMED SÃO CARLOS (NUTRI SAÚDE);;;Hospitais;Serviços de Saúde;Rua Dona Alexandrina;1683;13560-290;Vila Monteiro (Gleba I);;São Carlos;SP;Brasil;;;;18/06/2021;;Coletado 1 vez;;0;0;1;
10014613;COMODATO 24/06/2021;*HOSPITAL UNIMED JAU (NUTRI SAÚDE);HOSPITAL UNIMED JAU (NUTRI SAÚDE);;14991526009;Hospitais;Serviços de Saúde;Avenida Antônio de Almeida Pacheco;1991;17213-700;2ª Zona Industrial;;Jaú;SP;Brasil;;;;18/06/2021;;Ativo;22/09/2023;0;0;61;
10014615;2;HABIBS DRIVE ( RECICLAGEM );HABIBS DRIVE ( RECICLAGEM );;(14) 98134-9603;;;Avenida Comendador José da Silva Martha;1-11;17016-080;Jardim Estoril;;Bauru;SP;Brasil;05627751000156;;;18/06/2021;;Inativo;29/08/2022;0;0;75;
10014639;COMODATO 18/06/2021;BRAZUKA;BRAZUKA;;14998899312;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Alameda dos Heliótropos;1-74;17020490;Madureira;;Bauru;SP;Brasil;;;;21/06/2021;;Deletado;20/06/2022;0;0;7;
10014640;COMODATO 18/06/2021 - 19/07/2021 - 06/09/2021 - 06/12/2021;BAR AEROCLUBE;BAR AEROCLUBE;;(14) 98144-6012;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Alameda Doutor Octávio Pinheiro Brisolla;19-100;17012-191;Vila Nova Cidade Universitária;;Bauru;SP;Brasil;40790179000142;;;21/06/2021;;Deletado;16/01/2022;0;0;31;
10014642;;NA VILLA PANQUECAS E BURGERS;NA VILLA PANQUECAS E BURGERS;;1634723688;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Cientista Frederico de Marco;1321;14810254;Jardim Floridiana (Vila Xavier);;Araraquara;SP;Brasil;;;;21/06/2021;;Inativo;21/11/2022;0;0;9;
10014659;;SR. ADVALDO;SR. ADVALDO;;16997185972;Residência;Domiciliar;Rua Antônio Napoleão;83;15997329;Vila Cardim;;Matão;SP;Brasil;;;;22/06/2021;;Deletado;05/05/2022;0;0;20;
10014666;tem contrato;FRANZOLIN AEON (RECICLAGEM );FRANZOLIN AEON (RECICLAGEM );;1498215175;;;Rua Augusta Karg;1-93;17018710;Vila Aviação;;Bauru;SP;Brasil;23758137000105;;TODA QUINTA;22/06/2021;;Inativo;27/07/2023;0;0;35;
10014793;COMODATO 25/06/2021;JIN JIN SHOPPING FRANCA;JIN JIN SHOPPING FRANCA;;1637016836;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Rio Negro;1100;14406005;São Miguel;;Franca;SP;Brasil;;;;28/06/2021;;Ativo;17/09/2023;0;0;59;
10014809;COMODATO 28/06/2021 E 27/09/2021;RESIDENCIAL PORTO FINO DA PRATA;RESIDENCIAL PORTO FINO DA PRATA;;(14) 99804-2785;Condomínio;Domiciliar;Avenida Affonso José Aiello;24-115;17018-520;Vila Aviação;;Bauru;SP;Brasil;;;;29/06/2021;;Ativo;26/09/2023;0;0;32;
10014827;tem contrato;VITTA FIGUEIRAS ( RECICLAGEM );VITTA FIGUEIRAS ( RECICLAGEM );;(14) 99870-4243;;;NEUSA APARRECIDA FUKUDA;S/N;;;;BAURU;SP;Brasil;;;4 BEGS;30/06/2021;;Ativo;14/09/2023;0;0;76;
10014828;COMODATO 25/06/2021;DADS BREJA (AFFONSO AIELLO);DADS BREJA (AFONSO AIELLO);;(14) 99121-5308;Bar / Boteco / Pub;Estabelecimentos Alimentícios;Avenida Affonso José Aiello;2-44;17018-520;Vila Aviação;;Bauru;SP;Brasil;38778435811;;;30/06/2021;;Deletado;24/04/2022;0;0;20;
10014854;1;HABIBS NAÇÕES ( RECICLAGEM );HABIBS NAÇÕES ( RECICLAGEM );bauru@habibs.com;;;;NAÇÕES UNIDAS;29-92;;CIDADE UNIVERSITARIA;;BAURU;SP;Brasil;;;;30/06/2021;;Inativo;05/09/2023;0;0;268;
10014874;COMODATO 25/06/2021;PADARIA GOELA;MIRANDA PANIFICADORA E RESTAURANTE LTDA;;(14) 99661-4285;Padaria;Estabelecimentos Alimentícios;Avenida Getúlio Vargas;10-30;17017-339;Jardim América;;Bauru;SP;Brasil;40090269000120;;;01/07/2021;;Ativo;01/10/2023;0;0;63;
10014875;tem contrato;GOELA PADARIA ( RECICLAGEM );GOELA PADARIA ( RECICLAGEM );;(14) 99661-4285;;;AVENIDA : GETULIO VARGAS;10-30;;JARDIM AMERICA;;BAURU;SP;Brasil;;;2 BEGS;01/07/2021;;Inativo;05/09/2023;0;0;264;
10014876;tem contrato;OBRA RENGI ( RECICLAGEM );OBRA RENGI ( RECICLAGEM);;(14) 99726-3106;;;COMENDADOR JOAQUIM DA SILVA MARTHA ESQUINA COM A RUBENS ARRUDA;19;;JARDIM ESTORIL;;BAURU;SP;Brasil;;;4 BEGS  /  ASSESS LOJAS COMERCIAIS;01/07/2021;;Inativo;27/08/2021;0;0;6;
10014884;COMODATO 01/07/2021;DONNA PATI SALGADERIA;DONNA PATI SALGADERIA;;19982949471;Lanchonete / Fast-food;Estabelecimentos Alimentícios;RUA A;510;13550000;JARDIM SANTANA;;Analândia;SP;Brasil;47208327840;;;02/07/2021;;Inativo;05/01/2023;0;0;11;
10015488;COMODATO 02/07/2021;THE BEST HAMBURGUERIA;THE BEST HAMBURGUERIA;;(14) 99153-9389;Lanchonete / Fast-food;Estabelecimentos Alimentícios;Avenida Darcy César Improta;9-40;17024-685;Jardim Flórida;;Bauru;SP;Brasil;;;;05/07/2021;;Deletado;24/01/2022;0;0;5;
